season,week,celebrity_name,judge_total,judge_rank_in_week,week_valid,ballroom_partner,celebrity_industry,celebrity_age_during_season,celebrity_homestate,celebrity_homecountry/region,results,placement,elimination_week,relative_judge_score,cumulative_average,trend,is_bottom_2_judge,residual,fan_score
6,5,Shannon Elizabeth,230.0,4.0,True,Derek Hough,Actor/Actress,34,Texas,United States,Eliminated Week 7,6,7,0.5432347163757008,242.5,-50.0,0,1.0042503033255015,0.3770413803934545
6,6,Shannon Elizabeth,240.0,5.0,True,Derek Hough,Actor/Actress,34,Texas,United States,Eliminated Week 7,6,7,0.6704818515209571,240.0,10.0,0,0.8033348633545447,0.400911787514967
6,7,Shannon Elizabeth,255.0,4.0,True,Derek Hough,Actor/Actress,34,Texas,United States,Eliminated Week 7,6,7,0.9359295328999158,240.0,15.0,0,1.6874918271923924,0.3007464383031631
6,1,Steve Guttenberg,180.0,5.0,True,Anna Trebunskaya,Actor/Actress,49,New York,United States,Eliminated Week 3,10,3,-0.5822723554234831,0.0,,0,1.7937624320321177,0.2896918298588311
6,2,Steve Guttenberg,160.0,8.0,True,Anna Trebunskaya,Actor/Actress,49,New York,United States,Eliminated Week 3,10,3,-1.286779001816342,180.0,-20.0,1,0.08709387082085662,0.4891149862296079
6,3,Steve Guttenberg,210.0,6.0,True,Anna Trebunskaya,Actor/Actress,49,New York,United States,Eliminated Week 3,10,3,0.2177470851778463,170.0,50.0,0,3.355052383833085,0.15742331979251722
7,1,Brooke Burke,245.0,1.0,True,Derek Hough,TV Personality,37,Connecticut,United States,1st Place,1,999,1.6137520888277117,0.0,,0,-1.6720132045725773,0.697623494299796
7,2,Brooke Burke,240.0,1.0,True,Derek Hough,TV Personality,37,Connecticut,United States,1st Place,1,999,0.8693584195811634,245.0,-4.999999999999972,0,-2.163055433464919,0.7467829806614382
7,3,Brooke Burke,280.0,1.0,True,Derek Hough,TV Personality,37,Connecticut,United States,1st Place,1,999,1.1567299300717984,242.5,40.0,0,-1.6653078381182471,0.6969157944519311
7,4,Brooke Burke,260.0,1.0,True,Derek Hough,TV Personality,37,Connecticut,United States,1st Place,1,999,0.9404754408494982,255.0,-20.0,0,-2.0043368293558275,0.7314847011644089
7,5,Brooke Burke,290.0,1.0,True,Derek Hough,TV Personality,37,Connecticut,United States,1st Place,1,999,1.1114378604524229,256.25,30.0,0,-1.6990566771359763,0.700468191365734
7,6,Brooke Burke,260.0,2.0,True,Derek Hough,TV Personality,37,Connecticut,United States,1st Place,1,999,1.1227323539352263,263.0,-30.0,0,-2.073228100909977,0.7381961566697812
7,7,Brooke Burke,300.0,1.0,True,Derek Hough,TV Personality,37,Connecticut,United States,1st Place,1,999,1.4519823868810675,262.5,40.0,0,-1.0783767460837956,0.6316235924294519
7,8,Brooke Burke,275.0,1.0,True,Derek Hough,TV Personality,37,Connecticut,United States,1st Place,1,999,1.3664257134319595,267.85714285714283,-25.0,0,-1.2111285099721263,0.6469282858948124
7,9,Brooke Burke,245.0,2.0,True,Derek Hough,TV Personality,37,Connecticut,United States,1st Place,1,999,1.3827863069466688,268.75,-30.00000000000003,0,-1.595980453400907,0.6895444070710941
7,1,Cloris Leachman,160.0,9.0,True,Corky Ballas,Actor/Actress,82,Iowa,United States,Eliminated Week 6,7,6,-1.0677457429837494,0.0,,1,-3.54623153716879,0.8548447195220462
7,2,Cloris Leachman,150.0,8.0,True,Corky Ballas,Actor/Actress,82,Iowa,United States,Eliminated Week 6,7,6,-0.2483881198803324,160.0,-10.0,1,-1.1510432888449031,0.6400362870889493
7,3,Cloris Leachman,160.0,7.0,True,Corky Ballas,Actor/Actress,82,Iowa,United States,Eliminated Week 6,7,6,0.0630943598220981,155.0,10.0,1,-0.20254463637402154,0.5252964630239971
7,4,Cloris Leachman,220.0,4.0,True,Corky Ballas,Actor/Actress,82,Iowa,United States,Eliminated Week 6,7,6,0.5782182340037655,156.66666666666666,60.0,0,1.7785931718921884,0.2912550087282359
7,5,Cloris Leachman,210.0,6.0,True,Corky Ballas,Actor/Actress,82,Iowa,United States,Eliminated Week 6,7,6,0.4763305116224668,172.5,-10.0,1,1.000464840053998,0.37748605078379455
7,6,Cloris Leachman,150.0,6.0,True,Corky Ballas,Actor/Actress,82,Iowa,United States,Eliminated Week 6,7,6,0.2207619797063647,180.0,-60.0,1,0.5754623564021122,0.42855940271583065
7,1,Cody Linley,205.0,5.0,True,Julianne Hough,Actor/Actress,18,Texas,United States,Eliminated Week 9,4,9,0.351870756210554,0.0,,0,-2.561037829157428,0.782538094218288
7,2,Cody Linley,210.0,3.0,True,Julianne Hough,Actor/Actress,18,Texas,United States,Eliminated Week 9,4,9,0.4967762397606649,205.0,5.0,0,-0.7864236221757333,0.5970556377401918
7,3,Cody Linley,210.0,5.0,True,Julianne Hough,Actor/Actress,18,Texas,United States,Eliminated Week 9,4,9,0.5187758474261399,207.5,0.0,0,-1.5726196109837751,0.6870384255747086
7,4,Cody Linley,230.0,3.0,True,Julianne Hough,Actor/Actress,18,Texas,United States,Eliminated Week 9,4,9,0.6687825357151986,208.33333333333331,20.0,0,-0.47233244618315773,0.5587686600369182
7,5,Cody Linley,280.0,2.0,True,Julianne Hough,Actor/Actress,18,Texas,United States,Eliminated Week 9,4,9,1.0320494418486783,213.75,50.0,0,0.6022310283537937,0.4252848091475766
7,6,Cody Linley,230.0,4.0,True,Julianne Hough,Actor/Actress,18,Texas,United States,Eliminated Week 9,4,9,0.8767404336909914,227.0,-50.0,0,-0.46025997926139883,0.5572799257503158
7,7,Cody Linley,220.0,4.0,True,Julianne Hough,Actor/Actress,18,Texas,United States,Eliminated Week 9,4,9,0.8305578262406107,227.5,-10.0,0,-0.5399227241803528,0.5670834193903341
7,8,Cody Linley,240.0,4.0,True,Julianne Hough,Actor/Actress,18,Texas,United States,Eliminated Week 9,4,9,1.0961110614269414,226.42857142857144,20.0,1,0.10581189557067772,0.4867765973117813
7,9,Cody Linley,230.0,3.0,True,Julianne Hough,Actor/Actress,18,Texas,United States,Eliminated Week 9,4,9,1.2590967060959346,228.125,-10.0,1,0.8151918170288708,0.3994887170401374
7,1,Jeffrey Ross,120.0,10.0,True,Edyta Sliwinska,Comedian,43,New Jersey,United States,Eliminated Week 1,13,1,-2.329627075600908,0.0,,1,-0.18529346400685398,0.5231451300102935
7,1,Kim Kardashian,185.0,7.0,True,Mark Ballas,TV Personality,27,California,United States,Eliminated Week 2,11,2,-0.2790699100980252,0.0,,0,2.494449858550148,0.22318088649169393
7,2,Kim Kardashian,170.0,6.0,True,Mark Ballas,TV Personality,27,California,United States,Eliminated Week 2,11,2,0.0,185.0,-15.0,0,4.0217617296150525,0.11806522616901749
7,1,Lance Bass,215.0,3.0,True,Lacey Schwimmer,Singer/Rapper,29,Mississippi,United States,3rd Place,3,999,0.6673410893648436,0.0,,0,-2.1721274404289517,0.7476397700094051
7,2,Lance Bass,200.0,4.0,True,Lacey Schwimmer,Singer/Rapper,29,Mississippi,United States,3rd Place,3,999,0.3725821798204986,215.0,-15.0,0,-2.3883383859539213,0.7674858916787672
7,3,Lance Bass,220.0,4.0,True,Lacey Schwimmer,Singer/Rapper,29,Mississippi,United States,3rd Place,3,999,0.6099121449469483,207.5,20.0,0,-1.9954574101790525,0.730611780658226
7,4,Lance Bass,260.0,1.0,True,Lacey Schwimmer,Singer/Rapper,29,Mississippi,United States,3rd Place,3,999,0.9404754408494982,211.66666666666663,40.0,0,-0.1493661479015742,0.5186620952118925
7,5,Lance Bass,210.0,6.0,True,Lacey Schwimmer,Singer/Rapper,29,Mississippi,United States,3rd Place,3,999,0.4763305116224668,223.75,-50.0,1,-2.82801010051209,0.8043968767628578
7,6,Lance Bass,270.0,1.0,True,Lacey Schwimmer,Singer/Rapper,29,Mississippi,United States,3rd Place,3,999,1.204729660683305,221.0,60.0,0,0.34727175962373114,0.45669976516315514
7,7,Lance Bass,250.00000000000003,2.0,True,Lacey Schwimmer,Singer/Rapper,29,Mississippi,United States,3rd Place,3,999,1.0635920364807825,229.16666666666663,-19.99999999999997,0,-0.29061962753858595,0.5362636671174241
7,8,Lance Bass,250.00000000000003,3.0,True,Lacey Schwimmer,Singer/Rapper,29,Mississippi,United States,3rd Place,3,999,1.1733438191426613,232.14285714285717,0.0,0,-0.5040197558652055,0.5626711383671923
7,9,Lance Bass,285.0,1.0,True,Lacey Schwimmer,Singer/Rapper,29,Mississippi,United States,3rd Place,3,999,1.7126252425486264,234.375,34.99999999999997,0,1.2865341877710161,0.3445083822210902
7,1,Maurice Greene,195.0,6.0,True,Cheryl Burke,Athlete,34,Kansas,United States,Eliminated Week 8,5,8,0.0364004230562644,0.0,,0,-2.53329398530364,0.7801682280709694
7,2,Maurice Greene,190.0,5.0,True,Cheryl Burke,Athlete,34,Kansas,United States,Eliminated Week 8,5,8,0.2483881198803324,195.0,-5.0,0,-1.090658062571472,0.6330512131298724
7,3,Maurice Greene,240.0,3.0,True,Cheryl Burke,Athlete,34,Kansas,United States,Eliminated Week 8,5,8,0.792184739988565,192.5,50.0,0,0.6920103024284492,0.4143514955411025
7,4,Maurice Greene,200.0,5.0,True,Cheryl Burke,Athlete,34,Kansas,United States,Eliminated Week 8,5,8,0.3970896305808992,208.33333333333331,-40.0,0,-0.7841426430381464,0.5967812281830951
7,5,Maurice Greene,270.0,3.0,True,Cheryl Burke,Athlete,34,Kansas,United States,Eliminated Week 8,5,8,0.9526610232449336,206.25,70.0,0,1.0206577988228203,0.3751164269972266
7,6,Maurice Greene,210.0,5.0,True,Cheryl Burke,Athlete,34,Kansas,United States,Eliminated Week 8,5,8,0.7127458201948347,219.0,-60.0,0,-0.19251386712059837,0.5240456701992456
7,7,Maurice Greene,250.00000000000003,2.0,True,Cheryl Burke,Athlete,34,Kansas,United States,Eliminated Week 8,5,8,1.0635920364807825,217.5,40.00000000000003,0,1.6703340174683285,0.30255364310469285
7,8,Maurice Greene,240.0,4.0,True,Cheryl Burke,Athlete,34,Kansas,United States,Eliminated Week 8,5,8,1.0961110614269414,222.14285714285717,-10.000000000000028,1,1.0914683365936257,0.3668546796801052
7,1,Misty May-Treanor,210.0,4.0,True,Maksim Chmerkoskiy,Athlete,31,California,United States,Withdrew,10,-1,0.5096059227876988,0.0,,0,4.13341736520681,0.11237491831802782
7,2,Misty May-Treanor,210.0,3.0,True,Maksim Chmerkoskiy,Athlete,31,California,United States,Withdrew,10,-1,0.4967762397606649,210.0,0.0,0,5.230310529964161,0.06816939934674952
7,1,Rocco DiSpirito,175.0,8.0,True,Karina Smirnoff,TV Personality,41,New York,United States,Eliminated Week 4,9,4,-0.5945402432523149,0.0,,0,-0.4778062975960662,0.5594433298528629
7,2,Rocco DiSpirito,160.0,7.0,True,Karina Smirnoff,TV Personality,41,New York,United States,Eliminated Week 4,9,4,-0.1241940599401662,175.0,-15.0,0,1.3529103572772891,0.33705292864566194
7,3,Rocco DiSpirito,200.0,6.0,True,Karina Smirnoff,TV Personality,41,New York,United States,Eliminated Week 4,9,4,0.4276395499053316,167.5,40.0,0,2.716344971092351,0.2045374818102687
7,4,Rocco DiSpirito,180.0,6.0,True,Karina Smirnoff,TV Personality,41,New York,United States,Eliminated Week 4,9,4,0.2159610271580328,178.33333333333334,-20.0,1,2.5614289354353845,0.21742862990752299
7,1,Susan Lucci,185.0,7.0,True,Tony Dovolani,Actor/Actress,61,New York,United States,Eliminated Week 7,6,7,-0.2790699100980252,0.0,,0,-2.505550141449852,0.7777798695141264
7,2,Susan Lucci,210.0,3.0,True,Tony Dovolani,Actor/Actress,61,New York,United States,Eliminated Week 7,6,7,0.4967762397606649,185.0,25.0,0,1.1466397692646915,0.36047113223878496
7,3,Susan Lucci,210.0,5.0,True,Tony Dovolani,Actor/Actress,61,New York,United States,Eliminated Week 7,6,7,0.5187758474261399,197.5,0.0,0,0.3939120847364368,0.4509195463731629
7,4,Susan Lucci,240.0,2.0,True,Tony Dovolani,Actor/Actress,61,New York,United States,Eliminated Week 7,6,7,0.7593468374266319,201.66666666666663,30.0,0,2.081510160776067,0.26100432692360975
7,5,Susan Lucci,220.0,5.0,True,Tony Dovolani,Actor/Actress,61,New York,United States,Eliminated Week 7,6,7,0.5557189302262113,211.25,-20.0,0,0.504994642103842,0.43720891903592196
7,6,Susan Lucci,230.0,4.0,True,Tony Dovolani,Actor/Actress,61,New York,United States,Eliminated Week 7,6,7,0.8767404336909914,213.0,10.0,0,1.4928843947468984,0.3215970218960379
7,7,Susan Lucci,240.0,3.0,True,Tony Dovolani,Actor/Actress,61,New York,United States,Eliminated Week 7,6,7,0.9859139664007248,215.83333333333331,10.0,0,2.1112962072514527,0.25814198572395586
7,1,Ted McGinley,185.0,7.0,True,Inna Brayer,Actor/Actress,50,California,United States,Eliminated Week 1,12,1,-0.2790699100980252,0.0,,0,3.494449858550148,0.14839755752120115
7,1,Toni Braxton,225.0,2.0,True,Alec Mazo,Singer/Rapper,40,Maryland,United States,Eliminated Week 5,8,5,0.9828114225191332,0.0,,0,3.8001287157172614,0.13010119049727054
7,2,Toni Braxton,230.0,2.0,True,Alec Mazo,Singer/Rapper,40,Maryland,United States,Eliminated Week 5,8,5,0.7451643596409973,225.0,5.0,0,4.13462488991753,0.112314709050315
7,3,Toni Braxton,220.0,4.0,True,Alec Mazo,Singer/Rapper,40,Maryland,United States,Eliminated Week 5,8,5,0.6099121449469483,227.5,-10.0,0,3.0714791983805227,0.17715546541985178
7,4,Toni Braxton,220.0,4.0,True,Alec Mazo,Singer/Rapper,40,Maryland,United States,Eliminated Week 5,8,5,0.5782182340037655,225.0,0.0,0,3.007293251137404,0.1818822722688986
7,5,Toni Braxton,220.0,5.0,True,Alec Mazo,Singer/Rapper,40,Maryland,United States,Eliminated Week 5,8,5,0.5557189302262113,223.75,0.0,0,2.5468300224535767,0.21867321898438855
7,1,Warren Sapp,215.0,3.0,True,Kym Johnson,Athlete,35,Florida,United States,2nd Place,2,999,0.6673410893648436,0.0,,0,-3.1721274404289517,0.8300615751388107
7,2,Warren Sapp,240.0,1.0,True,Kym Johnson,Athlete,35,Florida,United States,2nd Place,2,999,0.8693584195811634,215.0,25.0,0,-1.2634603463042824,0.6528816701267454
7,3,Warren Sapp,250.00000000000003,2.0,True,Kym Johnson,Athlete,35,Florida,United States,2nd Place,2,999,0.8833210375093736,227.5,10.000000000000028,0,-1.6136884317875708,0.6914366184552655
7,4,Warren Sapp,220.0,4.0,True,Kym Johnson,Athlete,35,Florida,United States,2nd Place,2,999,0.5782182340037655,235.0,-30.00000000000003,0,-2.959238444582808,0.8145150595946599
7,5,Warren Sapp,250.00000000000003,4.0,True,Kym Johnson,Athlete,35,Florida,United States,2nd Place,2,999,0.793884186037445,231.25,30.00000000000003,0,-2.5919612105377112,0.7851577483390864
7,6,Warren Sapp,250.00000000000003,3.0,True,Kym Johnson,Athlete,35,Florida,United States,2nd Place,2,999,1.0407350471871484,235.0,0.0,0,-1.7280060914021984,0.7034963262526982
7,7,Warren Sapp,210.0,5.0,True,Kym Johnson,Athlete,35,Florida,United States,2nd Place,2,999,0.7528797561605536,237.5,-40.00000000000003,1,-2.878282301048677,0.8083216184433245
7,8,Warren Sapp,270.0,2.0,True,Kym Johnson,Athlete,35,Florida,United States,2nd Place,2,999,1.3278093345740998,233.57142857142856,60.0,0,-0.8105418388880947,0.5999533938157191
7,9,Warren Sapp,245.0,2.0,True,Kym Johnson,Athlete,35,Florida,United States,2nd Place,2,999,1.3827863069466688,238.125,-25.00000000000003,0,-0.6984771352577566,0.5864329213809714
8,1,Belinda Carlisle,170.0,7.0,True,Jonathan Roberts,Singer/Rapper,50,California,United States,Eliminated Week 2,13,2,-0.49410139817367,0.0,,0,4.115739419419201,0.11325960289775085
8,2,Belinda Carlisle,180.0,7.0,True,Jonathan Roberts,Singer/Rapper,50,California,United States,Eliminated Week 2,13,2,-0.6315580123521847,170.0,10.0,0,4.442613932296803,0.09785336717149022
8,1,Chuck Wicks,200.0,4.0,True,Julianne Hough,Singer/Rapper,29,Delaware,United States,Eliminated Week 8,6,8,0.3818056258614717,0.0,,0,-0.0916627242402317,0.511455835338586
8,2,Chuck Wicks,200.0,6.0,True,Julianne Hough,Singer/Rapper,29,Delaware,United States,Eliminated Week 8,6,8,-0.1018641955406748,200.0,0.0,0,-1.107437605629186,0.6349979505281341
8,3,Chuck Wicks,230.0,4.0,True,Julianne Hough,Singer/Rapper,29,Delaware,United States,Eliminated Week 8,6,8,0.4369137960265972,200.0,30.0,0,0.6747590972838138,0.41644615612719726
8,4,Chuck Wicks,220.0,5.0,True,Julianne Hough,Singer/Rapper,29,Delaware,United States,Eliminated Week 8,6,8,0.3429086206074648,210.0,-10.0,0,0.12601257326506143,0.4842536371462234
8,5,Chuck Wicks,230.0,4.0,True,Julianne Hough,Singer/Rapper,29,Delaware,United States,Eliminated Week 8,6,8,0.5922113878357976,212.5,10.0,0,0.9901024169421913,0.37870435602777586
8,6,Chuck Wicks,230.0,4.0,True,Julianne Hough,Singer/Rapper,29,Delaware,United States,Eliminated Week 8,6,8,0.710361741557692,216.0,0.0,0,1.2099010683392208,0.35321190798997426
8,7,Chuck Wicks,270.0,3.0,True,Julianne Hough,Singer/Rapper,29,Delaware,United States,Eliminated Week 8,6,8,0.9540615248388008,218.33333333333331,40.0,0,2.0635652102472575,0.26273865496542054
8,8,Chuck Wicks,255.0,4.0,True,Julianne Hough,Singer/Rapper,29,Delaware,United States,Eliminated Week 8,6,8,0.9971543963711532,225.7142857142857,-15.0,0,1.7475083342752864,0.2944737388067496
8,1,David Alan Grier,190.0,5.0,True,Kym Johnson,Actor/Actress,52,Michigan,United States,Eliminated Week 5,9,5,0.0898366178497578,0.0,,0,1.9774713236462453,0.27116188043463657
8,2,David Alan Grier,170.0,8.0,True,Kym Johnson,Actor/Actress,52,Michigan,United States,Eliminated Week 5,9,5,-0.8964049207579395,190.0,-20.0,1,-0.19191647169661152,0.5239711679419983
8,3,David Alan Grier,240.0,3.0,True,Kym Johnson,Actor/Actress,52,Michigan,United States,Eliminated Week 5,9,5,0.5631333371009475,180.0,70.0,0,4.246772805730928,0.10684447982439187
8,4,David Alan Grier,220.0,5.0,True,Kym Johnson,Actor/Actress,52,Michigan,United States,Eliminated Week 5,9,5,0.3429086206074648,200.0,-20.0,0,3.0925442689852742,0.1756253400747068
8,5,David Alan Grier,220.0,5.0,True,Kym Johnson,Actor/Actress,52,Michigan,United States,Eliminated Week 5,9,5,0.5057086008485463,205.0,0.0,0,3.395999461654452,0.15472669233451916
8,1,Denise Richards,180.0,6.0,True,Maksim Chmerkoskiy,Actor/Actress,38,Illinois,United States,Eliminated Week 3,12,3,-0.2021323901619561,0.0,,0,4.046605371532724,0.11677791773257845
8,2,Denise Richards,210.0,5.0,True,Maksim Chmerkoskiy,Actor/Actress,38,Illinois,United States,Eliminated Week 3,12,3,0.1629827128650801,180.0,30.0,0,5.708724676719694,0.05445625996266887
8,3,Denise Richards,160.0,7.0,True,Maksim Chmerkoskiy,Actor/Actress,38,Illinois,United States,Eliminated Week 3,12,3,-0.446622991493855,195.0,-50.0,0,3.8519896564261433,0.12719455516018865
8,1,Gilles Marini,240.0,1.0,True,Cheryl Burke,Actor/Actress,33,,France,2nd Place,2,999,1.5496816579083277,0.0,,0,-0.7848531483684043,0.5968667108976392
8,2,Gilles Marini,270.0,1.0,True,Cheryl Burke,Actor/Actress,33,,France,2nd Place,2,999,1.7520641632996097,240.0,30.0,0,0.37481938268462534,0.4532842279990702
8,3,Gilles Marini,270.0,1.0,True,Cheryl Burke,Actor/Actress,33,,France,2nd Place,2,999,0.9417919603239984,255.0,0.0,0,-1.0020181937328578,0.6226964433905738
8,4,Gilles Marini,300.0,1.0,True,Cheryl Burke,Actor/Actress,33,,France,2nd Place,2,999,1.1534199056796544,260.0,30.0,0,-0.6125678741364737,0.575977954140101
8,5,Gilles Marini,290.0,1.0,True,Cheryl Burke,Actor/Actress,33,,France,2nd Place,2,999,1.1112281097593055,270.0,-10.0,0,-0.6534071687284269,0.5809570926392386
8,6,Gilles Marini,260.0,3.0,True,Cheryl Burke,Actor/Actress,33,,France,2nd Place,2,999,0.9555308382014972,274.0,-30.0,0,-1.7475401618539799,0.7055295674146967
8,7,Gilles Marini,270.0,3.0,True,Cheryl Burke,Actor/Actress,33,,France,2nd Place,2,999,0.9540615248388008,271.6666666666667,10.0,0,-1.7579371669272081,0.7066084406618363
8,8,Gilles Marini,275.0,2.0,True,Cheryl Burke,Actor/Actress,33,,France,2nd Place,2,999,1.144880973611324,271.42857142857144,5.0,0,-1.0060112634399725,0.6231654053989459
8,9,Gilles Marini,280.0,2.0,True,Cheryl Burke,Actor/Actress,33,,France,2nd Place,2,999,1.3052665727079644,271.875,5.0,0,-0.72204827637302,0.5892883264071536
8,10,Gilles Marini,300.0,1.0,True,Cheryl Burke,Actor/Actress,33,,France,2nd Place,2,999,1.6334271678693435,272.77777777777777,20.0,0,0.2755792352662696,0.46560699378769377
8,1,Holly Madison,180.0,6.0,True,Dmitry Chaplin,TV Personality,30,Oregon,United States,Eliminated Week 4,11,4,-0.2021323901619561,0.0,,0,3.046605371532724,0.17897569689417978
8,2,Holly Madison,180.0,7.0,True,Dmitry Chaplin,TV Personality,30,Oregon,United States,Eliminated Week 4,11,4,-0.6315580123521847,180.0,0.0,0,2.476082236576591,0.22477714149165126
8,3,Holly Madison,170.0,6.0,True,Dmitry Chaplin,TV Personality,30,Oregon,United States,Eliminated Week 4,11,4,-0.3204034504195046,180.0,-10.0,0,3.4407375170131527,0.15182367133031474
8,4,Holly Madison,160.0,7.0,True,Dmitry Chaplin,TV Personality,30,Oregon,United States,Eliminated Week 4,11,4,-0.2649748431966774,176.66666666666666,-10.0,0,3.110547268181721,0.1743258962074821
8,1,Lawrence Taylor,160.0,8.0,True,Edyta Sliwinska,Athlete,50,Virginia,United States,Eliminated Week 7,7,7,-0.7860704061853839,0.0,,0,-2.815126532694322,0.803381322264129
8,2,Lawrence Taylor,200.0,6.0,True,Edyta Sliwinska,Athlete,50,Virginia,United States,Eliminated Week 7,7,7,-0.1018641955406748,160.0,40.0,0,-0.24131082274833737,0.5301273129385885
8,3,Lawrence Taylor,200.0,5.0,True,Edyta Sliwinska,Athlete,50,Virginia,United States,Eliminated Week 7,7,7,0.0582551728035462,180.0,0.0,0,0.5242800028686947,0.43483772139999544
8,4,Lawrence Taylor,190.0,6.0,True,Edyta Sliwinska,Athlete,50,Virginia,United States,Eliminated Week 7,7,7,0.0389668887053936,186.66666666666663,-10.0,0,0.09596771787019964,0.488006336412867
8,5,Lawrence Taylor,200.0,7.0,True,Edyta Sliwinska,Athlete,50,Virginia,United States,Eliminated Week 7,7,7,0.3327030268740436,187.5,10.0,0,0.19942647500902666,0.475092324728419
8,6,Lawrence Taylor,220.0,5.0,True,Edyta Sliwinska,Athlete,50,Virginia,United States,Eliminated Week 7,7,7,0.6286387093430903,190.0,20.0,0,1.562299787162254,0.3140721105982973
8,7,Lawrence Taylor,210.0,6.0,True,Edyta Sliwinska,Athlete,50,Virginia,United States,Eliminated Week 7,7,7,0.513725436451662,195.0,-10.0,1,1.1416279415069353,0.3610490265697557
8,1,Lil' Kim,210.0,3.0,True,Derek Hough,Singer/Rapper,34,New York,United States,Eliminated Week 9,5,9,0.6737746338731857,0.0,,0,-0.16079677212670873,0.5200887766936436
8,2,Lil' Kim,230.0,4.0,True,Derek Hough,Singer/Rapper,34,New York,United States,Eliminated Week 9,5,9,0.69267652967659,210.0,20.0,0,0.15867313879370482,0.4801762545957388
8,3,Lil' Kim,250.00000000000003,2.0,True,Derek Hough,Singer/Rapper,34,New York,United States,Eliminated Week 9,5,9,0.6893528781752981,220.0,20.00000000000003,0,1.0195963398567693,0.3752408404035514
8,4,Lil' Kim,270.0,3.0,True,Derek Hough,Singer/Rapper,34,New York,United States,Eliminated Week 9,5,9,0.8494781737775833,230.0,19.99999999999997,0,0.9184208350332099,0.3871731514792169
8,5,Lil' Kim,260.0,2.0,True,Derek Hough,Singer/Rapper,34,New York,United States,Eliminated Week 9,5,9,0.8517197487975516,240.0,-10.0,0,1.3724912023630402,0.3348687777101982
8,6,Lil' Kim,280.0,1.0,True,Derek Hough,Singer/Rapper,34,New York,United States,Eliminated Week 9,5,9,1.1189769026307006,244.0,20.0,0,2.2732223054056946,0.24294310064230584
8,7,Lil' Kim,260.0,4.0,True,Derek Hough,Singer/Rapper,34,New York,United States,Eliminated Week 9,5,9,0.8806721767742778,250.0,-20.0,0,0.623641651323851,0.42267035831187233
8,8,Lil' Kim,280.0,1.0,True,Derek Hough,Singer/Rapper,34,New York,United States,Eliminated Week 9,5,9,1.1818126179213666,251.42857142857144,20.0,0,2.408749854257297,0.2306978557514818
8,9,Lil' Kim,260.0,3.0,True,Derek Hough,Singer/Rapper,34,New York,United States,Eliminated Week 9,5,9,1.1580347684111876,255.0,-20.0,0,1.5455171400387022,0.3158826744970303
8,1,Melissa Rycroft,230.0,2.0,True,Tony Dovolani,TV Personality,26,Texas,United States,3rd Place,3,999,1.2577126498966136,0.0,,0,-0.7157191004819272,0.58852219295839
8,2,Melissa Rycroft,260.0,2.0,True,Tony Dovolani,TV Personality,26,Texas,United States,3rd Place,3,999,1.4872172548938547,230.0,30.0,0,0.45825218749638275,0.4429677686704562
8,3,Melissa Rycroft,270.0,1.0,True,Tony Dovolani,TV Personality,26,Texas,United States,3rd Place,3,999,0.9417919603239984,245.0,10.0,0,-0.03548649801264547,0.5044356958806433
8,4,Melissa Rycroft,290.0,2.0,True,Tony Dovolani,TV Personality,26,Texas,United States,3rd Place,3,999,1.0521059950456306,253.33333333333331,20.0,0,-0.22996694718073796,0.5287142389771351
8,5,Melissa Rycroft,250.00000000000003,3.0,True,Tony Dovolani,TV Personality,26,Texas,United States,3rd Place,3,999,0.7652169618103005,262.5,-39.99999999999997,0,-1.1212068400853354,0.6365921485366696
8,6,Melissa Rycroft,270.0,2.0,True,Tony Dovolani,TV Personality,26,Texas,United States,3rd Place,3,999,1.037253870416099,260.0,19.99999999999997,0,-0.23381209779616352,0.5291932710336086
8,7,Melissa Rycroft,290.0,1.0,True,Tony Dovolani,TV Personality,26,Texas,United States,3rd Place,3,999,1.1008402209678472,261.6666666666667,20.0,0,0.3004075737451388,0.46251949382875734
8,8,Melissa Rycroft,230.0,5.0,True,Tony Dovolani,TV Personality,26,Texas,United States,3rd Place,3,999,0.8124961748209396,265.7142857142857,-60.0,1,-1.6788582712052715,0.6983449717423665
8,9,Melissa Rycroft,285.0,1.0,True,Tony Dovolani,TV Personality,26,Texas,United States,3rd Place,3,999,1.3420745237821583,261.25,55.0,0,0.7238715297954363,0.4104910527458988
8,10,Melissa Rycroft,275.0,3.0,True,Tony Dovolani,TV Personality,26,Texas,United States,3rd Place,3,999,1.4441709006474053,263.8888888888889,-10.0,0,0.07920568441471287,0.49010058325582706
8,1,Shawn Johnson,230.0,2.0,True,Mark Ballas,Athlete,17,Iowa,United States,1st Place,1,999,1.2577126498966136,0.0,,0,-2.715719100481927,0.7954115983132187
8,2,Shawn Johnson,240.0,3.0,True,Mark Ballas,Athlete,17,Iowa,United States,1st Place,1,999,0.957523438082345,230.0,10.0,0,-2.891291361738265,0.8093273953134199
8,3,Shawn Johnson,270.0,1.0,True,Mark Ballas,Athlete,17,Iowa,United States,1st Place,1,999,0.9417919603239984,235.0,30.0,0,-2.068954802292433,0.7377830121791573
8,4,Shawn Johnson,250.00000000000003,4.0,True,Mark Ballas,Athlete,17,Iowa,United States,1st Place,1,999,0.6468503525095362,246.66666666666663,-19.99999999999997,0,-3.799318165633692,0.8698529356759138
