season,celebrity_name,week,judge_total,judge_rank_in_week,week_valid,ballroom_partner,celebrity_industry,celebrity_age_during_season,celebrity_homestate,celebrity_homecountry/region,results,placement,elimination_week,relative_judge_score,cumulative_average,trend,is_bottom_2_judge
9,Kathy Ireland,9,,5.0,False,Tony Dovolani,Model,46,California,United States,Eliminated Week 2,14,2,-0.5577113689121295,47.499875,0.0,True
9,Kathy Ireland,10,,4.0,False,Tony Dovolani,Model,46,California,United States,Eliminated Week 2,14,2,-0.4641091634876683,42.22211111111111,0.0,True
9,Kathy Ireland,11,,,False,Tony Dovolani,Model,46,California,United States,Eliminated Week 2,14,2,0.0,37.999900000000004,,False
9,Kelly Osbourne,1,309.998,4.0,True,Louis van Amstel,TV Personality,24,,England,3rd Place,3,999,1.0558102193732335,,,False
9,Kelly Osbourne,2,190.0,5.0,True,Louis van Amstel,TV Personality,24,,England,3rd Place,3,999,0.0808783417734045,309.998,-119.99799999999999,False
9,Kelly Osbourne,3,200.0,5.0,True,Louis van Amstel,TV Personality,24,,England,3rd Place,3,999,0.4445417306576713,249.999,10.0,False
9,Kelly Osbourne,4,230.0,4.0,True,Louis van Amstel,TV Personality,24,,England,3rd Place,3,999,0.7045963175088968,233.33266666666668,30.0,False
9,Kelly Osbourne,5,240.0,4.0,True,Louis van Amstel,TV Personality,24,,England,3rd Place,3,999,0.7243590751302481,232.4995,10.0,False
9,Kelly Osbourne,6,249.998,6.0,True,Louis van Amstel,TV Personality,24,,England,3rd Place,3,999,0.5732238599706283,233.99960000000002,9.99799999999999,False
9,Kelly Osbourne,7,260.0,3.0,True,Louis van Amstel,TV Personality,24,,England,3rd Place,3,999,1.164261044996156,236.66600000000003,10.00200000000001,False
9,Kelly Osbourne,8,255.0,3.0,True,Louis van Amstel,TV Personality,24,,England,3rd Place,3,999,1.376165846908008,239.99942857142858,-5.0,False
9,Kelly Osbourne,9,259.99800000000005,3.0,True,Louis van Amstel,TV Personality,24,,England,3rd Place,3,999,1.6173537152903354,241.8745,4.998000000000047,False
9,Kelly Osbourne,10,252.22200000000004,3.0,True,Louis van Amstel,TV Personality,24,,England,3rd Place,3,999,1.80459912252095,243.88822222222223,-7.7760000000000105,True
9,Kelly Osbourne,11,,,False,Louis van Amstel,TV Personality,24,,England,3rd Place,3,999,0.0,244.7216,,False
9,Louie Vito,1,269.998,7.0,True,Chelsie Hightower,Athlete,21,Ohio,United States,Eliminated Week 6,8,6,0.30499849338824986,,,False
9,Louie Vito,2,190.0,5.0,True,Chelsie Hightower,Athlete,21,Ohio,United States,Eliminated Week 6,8,6,0.0808783417734045,269.998,-79.99799999999999,False
9,Louie Vito,3,200.0,5.0,True,Chelsie Hightower,Athlete,21,Ohio,United States,Eliminated Week 6,8,6,0.4445417306576713,229.999,10.0,False
9,Louie Vito,4,160.0,8.0,True,Chelsie Hightower,Athlete,21,Ohio,United States,Eliminated Week 6,8,6,0.07828847972321076,219.99933333333334,-40.0,True
9,Louie Vito,5,220.0,6.0,True,Chelsie Hightower,Athlete,21,Ohio,United States,Eliminated Week 6,8,6,0.5611232272135724,204.9995,60.0,False
9,Louie Vito,6,240.0,7.0,True,Chelsie Hightower,Athlete,21,Ohio,United States,Eliminated Week 6,8,6,0.5077245878884574,207.99960000000002,20.0,False
9,Louie Vito,7,,7.0,False,Chelsie Hightower,Athlete,21,Ohio,United States,Eliminated Week 6,8,6,-0.8495958976998976,213.333,-240.0,True
9,Louie Vito,8,,5.0,False,Chelsie Hightower,Athlete,21,Ohio,United States,Eliminated Week 6,8,6,-0.6508221153247258,182.85685714285714,0.0,True
9,Louie Vito,9,,5.0,False,Chelsie Hightower,Athlete,21,Ohio,United States,Eliminated Week 6,8,6,-0.5577113689121295,159.99975,0.0,True
9,Louie Vito,10,,4.0,False,Chelsie Hightower,Athlete,21,Ohio,United States,Eliminated Week 6,8,6,-0.4641091634876683,142.222,0.0,True
9,Louie Vito,11,,,False,Chelsie Hightower,Athlete,21,Ohio,United States,Eliminated Week 6,8,6,0.0,127.99980000000001,,False
9,Macy Gray,1,189.99900000000002,12.0,True,Jonathan Roberts,Singer/Rapper,42,Ohio,United States,Eliminated Week 1,15,1,-1.196606188288567,,,True
9,Macy Gray,2,,7.0,False,Jonathan Roberts,Singer/Rapper,42,Ohio,United States,Eliminated Week 1,15,1,-2.3778232481380925,189.99900000000002,-189.99900000000002,True
9,Macy Gray,3,,11.0,False,Jonathan Roberts,Singer/Rapper,42,Ohio,United States,Eliminated Week 1,15,1,-1.8498672017690192,94.99950000000001,0.0,True
9,Macy Gray,4,,9.0,False,Jonathan Roberts,Singer/Rapper,42,Ohio,United States,Eliminated Week 1,15,1,-1.3532722923583573,63.333000000000006,0.0,True
9,Macy Gray,5,,8.0,False,Jonathan Roberts,Singer/Rapper,42,Ohio,United States,Eliminated Week 1,15,1,-1.2344710998698594,47.499750000000006,0.0,True
9,Macy Gray,6,,10.0,False,Jonathan Roberts,Singer/Rapper,42,Ohio,United States,Eliminated Week 1,15,1,-1.06457240148152,37.99980000000001,0.0,True
9,Macy Gray,7,,7.0,False,Jonathan Roberts,Singer/Rapper,42,Ohio,United States,Eliminated Week 1,15,1,-0.8495958976998976,31.666500000000003,0.0,True
9,Macy Gray,8,,5.0,False,Jonathan Roberts,Singer/Rapper,42,Ohio,United States,Eliminated Week 1,15,1,-0.6508221153247258,27.142714285714288,0.0,True
9,Macy Gray,9,,5.0,False,Jonathan Roberts,Singer/Rapper,42,Ohio,United States,Eliminated Week 1,15,1,-0.5577113689121295,23.749875000000003,0.0,True
9,Macy Gray,10,,4.0,False,Jonathan Roberts,Singer/Rapper,42,Ohio,United States,Eliminated Week 1,15,1,-0.4641091634876683,21.111000000000004,0.0,True
9,Macy Gray,11,,,False,Jonathan Roberts,Singer/Rapper,42,Ohio,United States,Eliminated Week 1,15,1,0.0,18.999900000000004,,False
9,Mark Dacascos,1,289.99800000000005,6.0,True,Lacey Schwimmer,Actor/Actress,45,Hawaii,United States,Eliminated Week 7,6,7,0.6804043563807427,,,False
9,Mark Dacascos,2,210.0,3.0,True,Lacey Schwimmer,Actor/Actress,45,Hawaii,United States,Eliminated Week 7,6,7,0.3396890354482989,289.99800000000005,-79.99800000000005,False
9,Mark Dacascos,3,180.0,7.0,True,Lacey Schwimmer,Actor/Actress,45,Hawaii,United States,Eliminated Week 7,6,7,0.21510083741500224,249.99900000000002,-30.0,False
9,Mark Dacascos,4,220.0,5.0,True,Lacey Schwimmer,Actor/Actress,45,Hawaii,United States,Eliminated Week 7,6,7,0.6151237692537987,226.66600000000003,40.0,False
9,Mark Dacascos,5,260.0,3.0,True,Lacey Schwimmer,Actor/Actress,45,Hawaii,United States,Eliminated Week 7,6,7,0.8875949230469237,224.9995,40.0,False
9,Mark Dacascos,6,320.0,4.0,True,Lacey Schwimmer,Actor/Actress,45,Hawaii,United States,Eliminated Week 7,6,7,1.0318235843451165,231.99960000000002,60.0,False
9,Mark Dacascos,7,215.0,6.0,True,Lacey Schwimmer,Actor/Actress,45,Hawaii,United States,Eliminated Week 7,6,7,0.8157088818372237,246.66633333333334,-105.0,True
9,Mark Dacascos,8,,5.0,False,Lacey Schwimmer,Actor/Actress,45,Hawaii,United States,Eliminated Week 7,6,7,-0.6508221153247258,242.14257142857144,-215.0,True
9,Mark Dacascos,9,,5.0,False,Lacey Schwimmer,Actor/Actress,45,Hawaii,United States,Eliminated Week 7,6,7,-0.5577113689121295,211.87475,0.0,True
9,Mark Dacascos,10,,4.0,False,Lacey Schwimmer,Actor/Actress,45,Hawaii,United States,Eliminated Week 7,6,7,-0.4641091634876683,188.33311111111112,0.0,True
9,Mark Dacascos,11,,,False,Lacey Schwimmer,Actor/Actress,45,Hawaii,United States,Eliminated Week 7,6,7,0.0,169.4998,,False
9,Melissa Joan Hart,1,240.0,8.0,True,Mark Ballas,Actor/Actress,33,New York,United States,Eliminated Week 6,9,6,-0.2580727605141884,,,False
9,Melissa Joan Hart,2,190.0,5.0,True,Mark Ballas,Actor/Actress,33,New York,United States,Eliminated Week 6,9,6,0.0808783417734045,240.0,-50.0,False
9,Melissa Joan Hart,3,190.0,6.0,True,Mark Ballas,Actor/Actress,33,New York,United States,Eliminated Week 6,9,6,0.32982128403633676,215.0,0.0,False
9,Melissa Joan Hart,4,280.0,1.0,True,Mark Ballas,Actor/Actress,33,New York,United States,Eliminated Week 6,9,6,1.1519590587843869,206.66666666666666,90.0,False
9,Melissa Joan Hart,5,230.0,5.0,True,Mark Ballas,Actor/Actress,33,New York,United States,Eliminated Week 6,9,6,0.6427411511719102,225.0,-50.0,False
9,Melissa Joan Hart,6,239.999,8.0,True,Mark Ballas,Actor/Actress,33,New York,United States,Eliminated Week 6,9,6,0.5077180366510017,226.0,9.998999999999995,False
9,Melissa Joan Hart,7,,7.0,False,Mark Ballas,Actor/Actress,33,New York,United States,Eliminated Week 6,9,6,-0.8495958976998976,228.33316666666667,-239.999,True
9,Melissa Joan Hart,8,,5.0,False,Mark Ballas,Actor/Actress,33,New York,United States,Eliminated Week 6,9,6,-0.6508221153247258,195.71414285714286,0.0,True
9,Melissa Joan Hart,9,,5.0,False,Mark Ballas,Actor/Actress,33,New York,United States,Eliminated Week 6,9,6,-0.5577113689121295,171.249875,0.0,True
9,Melissa Joan Hart,10,,4.0,False,Mark Ballas,Actor/Actress,33,New York,United States,Eliminated Week 6,9,6,-0.4641091634876683,152.2221111111111,0.0,True
9,Melissa Joan Hart,11,,,False,Mark Ballas,Actor/Actress,33,New York,United States,Eliminated Week 6,9,6,0.0,136.9999,,False
9,Michael Irvin,1,190.0,11.0,True,Anna Demidova,Athlete,43,Florida,United States,Eliminated Week 7,7,7,-1.196587417995418,,,True
9,Michael Irvin,2,200.0,4.0,True,Anna Demidova,Athlete,43,Florida,United States,Eliminated Week 7,7,7,0.2102836886108517,190.0,10.0,False
9,Michael Irvin,3,140.0,10.0,True,Anna Demidova,Athlete,43,Florida,United States,Eliminated Week 7,7,7,-0.24378094907033587,195.0,-60.0,True
9,Michael Irvin,4,160.0,8.0,True,Anna Demidova,Athlete,43,Florida,United States,Eliminated Week 7,7,7,0.07828847972321076,176.66666666666666,20.0,True
9,Michael Irvin,5,210.0,7.0,True,Anna Demidova,Athlete,43,Florida,United States,Eliminated Week 7,7,7,0.47950530325523466,172.5,50.0,True
9,Michael Irvin,6,219.998,9.0,True,Anna Demidova,Athlete,43,Florida,United States,Eliminated Week 7,7,7,0.3766867362993811,180.0,9.99799999999999,True
9,Michael Irvin,7,235.0,5.0,True,Anna Demidova,Athlete,43,Florida,United States,Eliminated Week 7,7,7,0.9706209543523047,186.66633333333334,15.00200000000001,False
9,Michael Irvin,8,,5.0,False,Anna Demidova,Athlete,43,Florida,United States,Eliminated Week 7,7,7,-0.6508221153247258,193.57114285714286,-235.0,True
9,Michael Irvin,9,,5.0,False,Anna Demidova,Athlete,43,Florida,United States,Eliminated Week 7,7,7,-0.5577113689121295,169.37475,0.0,True
9,Michael Irvin,10,,4.0,False,Anna Demidova,Athlete,43,Florida,United States,Eliminated Week 7,7,7,-0.4641091634876683,150.55533333333335,0.0,True
9,Michael Irvin,11,,,False,Anna Demidova,Athlete,43,Florida,United States,Eliminated Week 7,7,7,0.0,135.4998,,False
9,Mya,1,309.99899999999997,3.0,True,Dmitry Chaplin,Singer/Rapper,29,Washington D.C.,United States,2nd Place,2,999,1.0558289896663826,,,False
9,Mya,2,270.0,1.0,True,Dmitry Chaplin,Singer/Rapper,29,Washington D.C.,United States,2nd Place,2,999,1.116121116472982,309.99899999999997,-39.99899999999997,False
9,Mya,3,270.0,1.0,True,Dmitry Chaplin,Singer/Rapper,29,Washington D.C.,United States,2nd Place,2,999,1.247584857007013,289.9995,0.0,False
9,Mya,4,280.0,1.0,True,Dmitry Chaplin,Singer/Rapper,29,Washington D.C.,United States,2nd Place,2,999,1.1519590587843869,283.333,10.0,False
9,Mya,5,270.0,2.0,True,Dmitry Chaplin,Singer/Rapper,29,Washington D.C.,United States,2nd Place,2,999,0.9692128470052616,282.49975,-10.0,False
9,Mya,6,330.0,2.0,True,Dmitry Chaplin,Singer/Rapper,29,Washington D.C.,United States,2nd Place,2,999,1.097335958902199,279.9998,60.0,False
9,Mya,7,244.99999999999997,4.0,True,Dmitry Chaplin,Singer/Rapper,29,Washington D.C.,United States,2nd Place,2,999,1.048076990609845,288.33316666666667,-85.00000000000003,False
9,Mya,8,295.0,1.0,True,Dmitry Chaplin,Singer/Rapper,29,Washington D.C.,United States,2nd Place,2,999,1.6941247429445152,282.1427142857143,50.00000000000003,False
9,Mya,9,289.999,1.0,True,Dmitry Chaplin,Singer/Rapper,29,Washington D.C.,United States,2nd Place,2,999,1.8683330597128238,283.749875,-5.000999999999976,False
9,Mya,10,283.332,2.0,True,Dmitry Chaplin,Singer/Rapper,29,Washington D.C.,United States,2nd Place,2,999,2.084430044398217,284.4442222222222,-6.66700000000003,False
9,Mya,11,,,False,Dmitry Chaplin,Singer/Rapper,29,Washington D.C.,United States,2nd Place,2,999,0.0,284.33299999999997,,False
9,Natalie Coughlin,1,269.998,7.0,True,Alec Mazo,Athlete,27,California,United States,Eliminated Week 5,10,5,0.30499849338824986,,,False
9,Natalie Coughlin,2,210.0,3.0,True,Alec Mazo,Athlete,27,California,United States,Eliminated Week 5,10,5,0.3396890354482989,269.998,-59.99799999999999,False
9,Natalie Coughlin,3,260.0,2.0,True,Alec Mazo,Athlete,27,California,United States,Eliminated Week 5,10,5,1.1328644103856784,239.999,50.0,False
9,Natalie Coughlin,4,240.0,3.0,True,Alec Mazo,Athlete,27,California,United States,Eliminated Week 5,10,5,0.7940688657639948,246.66600000000003,-20.0,False
9,Natalie Coughlin,5,220.0,6.0,True,Alec Mazo,Athlete,27,California,United States,Eliminated Week 5,10,5,0.5611232272135724,244.9995,-20.0,False
9,Natalie Coughlin,6,,10.0,False,Alec Mazo,Athlete,27,California,United States,Eliminated Week 5,10,5,-1.06457240148152,239.99960000000002,-220.0,True
9,Natalie Coughlin,7,,7.0,False,Alec Mazo,Athlete,27,California,United States,Eliminated Week 5,10,5,-0.8495958976998976,199.99966666666668,0.0,True
9,Natalie Coughlin,8,,5.0,False,Alec Mazo,Athlete,27,California,United States,Eliminated Week 5,10,5,-0.6508221153247258,171.42828571428572,0.0,True
9,Natalie Coughlin,9,,5.0,False,Alec Mazo,Athlete,27,California,United States,Eliminated Week 5,10,5,-0.5577113689121295,149.99975,0.0,True
9,Natalie Coughlin,10,,4.0,False,Alec Mazo,Athlete,27,California,United States,Eliminated Week 5,10,5,-0.4641091634876683,133.33311111111112,0.0,True
9,Natalie Coughlin,11,,,False,Alec Mazo,Athlete,27,California,United States,Eliminated Week 5,10,5,0.0,119.99980000000001,,False
9,Tom DeLay,1,199.999,10.0,True,Cheryl Burke,Politician,62,Texas,United States,Withdrew,13,-1,-1.0089032567923217,,,False
9,Tom DeLay,2,180.0,6.0,True,Cheryl Burke,Politician,62,Texas,United States,Withdrew,13,-1,-0.0485270050640427,199.999,-19.998999999999995,True
9,Tom DeLay,3,150.0,9.0,True,Cheryl Burke,Politician,62,Texas,United States,Withdrew,13,-1,-0.12906050244900133,189.9995,-30.0,False
9,Tom DeLay,4,0.0,9.0,False,Cheryl Burke,Politician,62,Texas,United States,Withdrew,13,-1,-1.3532722923583573,176.66633333333334,-150.0,True
9,Tom DeLay,5,0.0,8.0,False,Cheryl Burke,Politician,62,Texas,United States,Withdrew,13,-1,-1.2344710998698594,132.49975,0.0,True
9,Tom DeLay,6,0.0,10.0,False,Cheryl Burke,Politician,62,Texas,United States,Withdrew,13,-1,-1.06457240148152,105.99980000000001,0.0,True
9,Tom DeLay,7,0.0,7.0,False,Cheryl Burke,Politician,62,Texas,United States,Withdrew,13,-1,-0.8495958976998976,88.33316666666667,0.0,True
9,Tom DeLay,8,0.0,5.0,False,Cheryl Burke,Politician,62,Texas,United States,Withdrew,13,-1,-0.6508221153247258,75.71414285714286,0.0,True
9,Tom DeLay,9,0.0,5.0,False,Cheryl Burke,Politician,62,Texas,United States,Withdrew,13,-1,-0.5577113689121295,66.249875,0.0,True
9,Tom DeLay,10,0.0,4.0,False,Cheryl Burke,Politician,62,Texas,United States,Withdrew,13,-1,-0.4641091634876683,58.88877777777778,0.0,True
9,Tom DeLay,11,,,False,Cheryl Burke,Politician,62,Texas,United States,Withdrew,13,-1,0.0,52.999900000000004,,False
10,Aiden Turner,1,150.0,7.0,True,Edyta Sliwinska,Actor/Actress,32,,England,Eliminated Week 4,9,4,-1.1846977555181843,,,True
10,Aiden Turner,2,190.0,7.0,True,Edyta Sliwinska,Actor/Actress,32,,England,Eliminated Week 4,9,4,-0.22360679774997896,150.0,40.0,False
10,Aiden Turner,3,200.0,4.0,True,Edyta Sliwinska,Actor/Actress,32,,England,Eliminated Week 4,9,4,0.2175343528169486,170.0,10.0,False
10,Aiden Turner,4,165.0,8.0,True,Edyta Sliwinska,Actor/Actress,32,,England,Eliminated Week 4,9,4,-0.04059125569789236,180.0,-35.0,False
10,Aiden Turner,5,,8.0,False,Edyta Sliwinska,Actor/Actress,32,,England,Eliminated Week 4,9,4,-1.4501608862236808,176.25,-165.0,True
10,Aiden Turner,6,,8.0,False,Edyta Sliwinska,Actor/Actress,32,,England,Eliminated Week 4,9,4,-1.2336617626424802,141.0,0.0,True
10,Aiden Turner,7,,5.0,False,Edyta Sliwinska,Actor/Actress,32,,England,Eliminated Week 4,9,4,-1.043126233066899,117.5,0.0,True
10,Aiden Turner,8,,5.0,False,Edyta Sliwinska,Actor/Actress,32,,England,Eliminated Week 4,9,4,-0.8599107299696367,100.71428571428571,0.0,True
10,Aiden Turner,9,,4.0,False,Edyta Sliwinska,Actor/Actress,32,,England,Eliminated Week 4,9,4,-0.7192908670503848,88.125,0.0,True
10,Aiden Turner,10,,4.0,False,Edyta Sliwinska,Actor/Actress,32,,England,Eliminated Week 4,9,4,-0.5834786074722942,78.33333333333333,0.0,True
10,Aiden Turner,11,,,False,Edyta Sliwinska,Actor/Actress,32,,England,Eliminated Week 4,9,4,0.0,70.5,,False
10,Buzz Aldrin,1,140.0,8.0,True,Ashly DelGrosso,Astronaut,80,New Jersey,United States,Eliminated Week 3,10,3,-1.4808721943977305,,,True
10,Buzz Aldrin,2,120.0,10.0,True,Ashly DelGrosso,Astronaut,80,New Jersey,United States,Eliminated Week 3,10,3,-1.7888543819998317,140.0,-20.0,True
10,Buzz Aldrin,3,130.0,6.0,True,Ashly DelGrosso,Astronaut,80,New Jersey,United States,Eliminated Week 3,10,3,-0.7677683040598178,130.0,10.0,True
10,Buzz Aldrin,4,,10.0,False,Ashly DelGrosso,Astronaut,80,New Jersey,United States,Eliminated Week 3,10,3,-1.8824194829897636,130.0,-130.0,True
10,Buzz Aldrin,5,,8.0,False,Ashly DelGrosso,Astronaut,80,New Jersey,United States,Eliminated Week 3,10,3,-1.4501608862236808,97.5,0.0,True
10,Buzz Aldrin,6,,8.0,False,Ashly DelGrosso,Astronaut,80,New Jersey,United States,Eliminated Week 3,10,3,-1.2336617626424802,78.0,0.0,True
10,Buzz Aldrin,7,,5.0,False,Ashly DelGrosso,Astronaut,80,New Jersey,United States,Eliminated Week 3,10,3,-1.043126233066899,65.0,0.0,True
10,Buzz Aldrin,8,,5.0,False,Ashly DelGrosso,Astronaut,80,New Jersey,United States,Eliminated Week 3,10,3,-0.8599107299696367,55.714285714285715,0.0,True
10,Buzz Aldrin,9,,4.0,False,Ashly DelGrosso,Astronaut,80,New Jersey,United States,Eliminated Week 3,10,3,-0.7192908670503848,48.75,0.0,True
10,Buzz Aldrin,10,,4.0,False,Ashly DelGrosso,Astronaut,80,New Jersey,United States,Eliminated Week 3,10,3,-0.5834786074722942,43.333333333333336,0.0,True
10,Buzz Aldrin,11,,,False,Ashly DelGrosso,Astronaut,80,New Jersey,United States,Eliminated Week 3,10,3,0.0,39.0,,False
10,Chad Ochocinco,1,180.0,5.0,True,Cheryl Burke,Athlete,32,Florida,United States,Eliminated Week 9,4,9,-0.2961744388795461,,,False
10,Chad Ochocinco,2,160.0,8.0,True,Cheryl Burke,Athlete,32,Florida,United States,Eliminated Week 9,4,9,-0.8944271909999159,180.0,-20.0,False
10,Chad Ochocinco,3,200.0,4.0,True,Cheryl Burke,Athlete,32,Florida,United States,Eliminated Week 9,4,9,0.2175343528169486,170.0,40.0,False
10,Chad Ochocinco,4,220.0,4.0,True,Cheryl Burke,Athlete,32,Florida,United States,Eliminated Week 9,4,9,0.5733514867327314,180.0,20.0,False
10,Chad Ochocinco,5,180.0,6.0,True,Cheryl Burke,Athlete,32,Florida,United States,Eliminated Week 9,4,9,0.2095608217086243,190.0,-40.0,False
10,Chad Ochocinco,6,309.99899999999997,3.0,True,Cheryl Burke,Athlete,32,Florida,United States,Eliminated Week 9,4,9,0.7791550459934665,188.0,129.99899999999997,False
10,Chad Ochocinco,7,260.0,2.0,True,Cheryl Burke,Athlete,32,Florida,United States,Eliminated Week 9,4,9,0.8754210509018024,208.33316666666667,-49.99899999999997,False
10,Chad Ochocinco,8,225.0,3.0,True,Cheryl Burke,Athlete,32,Florida,United States,Eliminated Week 9,4,9,0.8225233069274785,215.71414285714286,-35.0,False
10,Chad Ochocinco,9,260.0,3.0,True,Cheryl Burke,Athlete,32,Florida,United States,Eliminated Week 9,4,9,1.1012152212364297,216.874875,35.0,True
10,Chad Ochocinco,10,,4.0,False,Cheryl Burke,Athlete,32,Florida,United States,Eliminated Week 9,4,9,-0.5834786074722942,221.66655555555556,-260.0,True
10,Chad Ochocinco,11,,,False,Cheryl Burke,Athlete,32,Florida,United States,Eliminated Week 9,4,9,0.0,199.4999,,False
10,Erin Andrews,1,210.0,3.0,True,Maksim Chmerkoskiy,Sports Broadcaster,32,Maine,United States,3rd Place,3,999,0.5923488777590922,,,False
10,Erin Andrews,2,230.0,3.0,True,Maksim Chmerkoskiy,Sports Broadcaster,32,Maine,United States,3rd Place,3,999,0.6708203932499369,210.0,20.0,False
10,Erin Andrews,3,230.0,2.0,True,Maksim Chmerkoskiy,Sports Broadcaster,32,Maine,United States,3rd Place,3,999,0.6398069200498485,220.0,0.0,False
10,Erin Andrews,4,195.0,5.0,True,Maksim Chmerkoskiy,Sports Broadcaster,32,Maine,United States,3rd Place,3,999,0.29428660380972055,223.33333333333334,-35.0,False
10,Erin Andrews,5,220.0,4.0,True,Maksim Chmerkoskiy,Sports Broadcaster,32,Maine,United States,3rd Place,3,999,0.5783878679158032,216.25,25.0,False
10,Erin Andrews,6,340.0,2.0,True,Maksim Chmerkoskiy,Sports Broadcaster,32,Maine,United States,3rd Place,3,999,0.9739508907409886,217.0,120.0,False
10,Erin Andrews,7,255.0,3.0,True,Maksim Chmerkoskiy,Sports Broadcaster,32,Maine,United States,3rd Place,3,999,0.8385259108254813,237.5,-85.0,False
10,Erin Andrews,8,265.0,2.0,True,Maksim Chmerkoskiy,Sports Broadcaster,32,Maine,United States,3rd Place,3,999,1.1216226912647436,240.0,10.0,False
10,Erin Andrews,9,280.0,2.0,True,Maksim Chmerkoskiy,Sports Broadcaster,32,Maine,United States,3rd Place,3,999,1.2412541511046462,243.125,15.0,False
10,Erin Andrews,10,269.998,2.0,True,Maksim Chmerkoskiy,Sports Broadcaster,32,Maine,United States,3rd Place,3,999,1.5128057598547988,247.22222222222223,-10.00200000000001,False
10,Erin Andrews,11,,,False,Maksim Chmerkoskiy,Sports Broadcaster,32,Maine,United States,3rd Place,3,999,0.0,249.4998,,False
10,Evan Lysacek,1,230.0,2.0,True,Anna Trebunskaya,Athlete,24,Illinois,United States,2nd Place,2,999,1.1846977555181843,,,False
10,Evan Lysacek,2,240.0,2.0,True,Anna Trebunskaya,Athlete,24,Illinois,United States,2nd Place,2,999,0.8944271909999159,230.0,10.0,False
10,Evan Lysacek,3,260.0,1.0,True,Anna Trebunskaya,Athlete,24,Illinois,United States,2nd Place,2,999,1.0620794872827484,235.0,20.0,False
10,Evan Lysacek,4,260.0,1.0,True,Anna Trebunskaya,Athlete,24,Illinois,United States,2nd Place,2,999,1.0198552994095487,243.33333333333334,0.0,False
10,Evan Lysacek,5,270.0,2.0,True,Anna Trebunskaya,Athlete,24,Illinois,United States,2nd Place,2,999,1.039421675674777,247.5,10.0,False
10,Evan Lysacek,6,270.0,5.0,True,Anna Trebunskaya,Athlete,24,Illinois,United States,2nd Place,2,999,0.5194424032796863,252.0,0.0,False
10,Evan Lysacek,7,270.0,1.0,True,Anna Trebunskaya,Athlete,24,Illinois,United States,2nd Place,2,999,0.9492113310544449,255.0,0.0,False
10,Evan Lysacek,8,265.0,2.0,True,Anna Trebunskaya,Athlete,24,Illinois,United States,2nd Place,2,999,1.1216226912647436,257.14285714285717,-5.0,False
10,Evan Lysacek,9,295.0,1.0,True,Anna Trebunskaya,Athlete,24,Illinois,United States,2nd Place,2,999,1.3462833485058086,258.125,30.0,False
10,Evan Lysacek,10,268.887,3.0,True,Anna Trebunskaya,Athlete,24,Illinois,United States,2nd Place,2,999,1.5041798739886059,262.22222222222223,-26.113,True
10,Evan Lysacek,11,,,False,Anna Trebunskaya,Athlete,24,Illinois,United States,2nd Place,2,999,0.0,262.88870000000003,,False
10,Jake Pavelka,1,200.0,4.0,True,Chelsie Hightower,TV Personality,32,Texas,United States,Eliminated Week 6,7,6,0.2961744388795461,,,False
10,Jake Pavelka,2,200.0,6.0,True,Chelsie Hightower,TV Personality,32,Texas,United States,Eliminated Week 6,7,6,0.0,200.0,0.0,False
10,Jake Pavelka,3,210.0,3.0,True,Chelsie Hightower,TV Personality,32,Texas,United States,Eliminated Week 6,7,6,0.3582918752279152,200.0,10.0,False
10,Jake Pavelka,4,190.0,6.0,True,Chelsie Hightower,TV Personality,32,Texas,United States,Eliminated Week 6,7,6,0.23847362722511842,203.33333333333334,-20.0,False
10,Jake Pavelka,5,230.0,3.0,True,Chelsie Hightower,TV Personality,32,Texas,United States,Eliminated Week 6,7,6,0.670594629467598,200.0,40.0,False
10,Jake Pavelka,6,249.999,7.0,True,Chelsie Hightower,TV Personality,32,Texas,United States,Eliminated Week 6,7,6,0.3895763424552075,206.0,19.998999999999995,True
10,Jake Pavelka,7,,5.0,False,Chelsie Hightower,TV Personality,32,Texas,United States,Eliminated Week 6,7,6,-1.043126233066899,213.33316666666667,-249.999,True
10,Jake Pavelka,8,,5.0,False,Chelsie Hightower,TV Personality,32,Texas,United States,Eliminated Week 6,7,6,-0.8599107299696367,182.857,0.0,True
10,Jake Pavelka,9,,4.0,False,Chelsie Hightower,TV Personality,32,Texas,United States,Eliminated Week 6,7,6,-0.7192908670503848,159.999875,0.0,True
10,Jake Pavelka,10,,4.0,False,Chelsie Hightower,TV Personality,32,Texas,United States,Eliminated Week 6,7,6,-0.5834786074722942,142.2221111111111,0.0,True
10,Jake Pavelka,11,,,False,Chelsie Hightower,TV Personality,32,Texas,United States,Eliminated Week 6,7,6,0.0,127.9999,,False
10,Kate Gosselin,1,160.0,6.0,True,Tony Dovolani,TV Personality,35,Pennsylvania,United States,Eliminated Week 5,8,5,-0.8885233166386383,,,False
10,Kate Gosselin,2,150.0,9.0,True,Tony Dovolani,TV Personality,35,Pennsylvania,United States,Eliminated Week 5,8,5,-1.118033988749895,160.0,-10.0,True
10,Kate Gosselin,3,150.0,5.0,True,Tony Dovolani,TV Personality,35,Pennsylvania,United States,Eliminated Week 5,8,5,-0.48625325923788454,155.0,0.0,False
10,Kate Gosselin,4,160.0,9.0,True,Tony Dovolani,TV Personality,35,Pennsylvania,United States,Eliminated Week 5,8,5,-0.09640423228249452,153.33333333333334,10.0,True
10,Kate Gosselin,5,150.0,7.0,True,Tony Dovolani,TV Personality,35,Pennsylvania,United States,Eliminated Week 5,8,5,-0.06705946294675988,155.0,-10.0,True
